Type,Title,Legacy ID,Detail,
ARCH,Hosting Enviorment Configuration,ZBS01-22783,The hosting environment shall be configurable depending on the need,"<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>            <br>          </span> <table style=width: 86.1%;margin-left: auto;margin-right: auto;empty-cells: show;border-collapse: collapse;>            <tbody>              <tr>                <th style=background-color: #F0F0F0;text-align: left;vertical-align: top;width: 234px;height: 9pt;border: 1px solid #CCCCCC;padding: 0pt;>                  <span style=font-size: 10pt;font-family: Arial;line-height: 1.5;>                    <span style=font-weight: bold;>                      <span id=polarion-comment:59></span>&nbsp;Performance Constraint</span>                    <br>                  </span>                </th>                <th style=background-color: #F0F0F0;text-align: left;vertical-align: top;width: 440px;height: 9pt;border: 1px solid #CCCCCC;padding: 0pt;>                  <span style=font-size: 10pt;font-family: Arial;line-height: 1.5;>                    <span style=font-weight: bold;>Implementation</span>                    <br>                  </span>                </th>              </tr>              <tr>                <td style=vertical-align: top;width: 234px;height: 9pt;border: 1px solid #CCCCCC;padding: 0pt;>                  <span style=font-size: 10pt;font-family: Arial;line-height: 1.5;>The hosting environment shall be configurable depending on the need.<br>                  </span>                </td>                <td style=vertical-align: top;width: 440px;height: 9pt;border: 1px solid #CCCCCC;padding: 0pt;>                  <span style=font-size: 10pt;font-family: Arial;line-height: 1.5;>The ZBPro-API system uses the EB (Elastic Beanstalk) environment as the ZBPro-API and ZBPro-Algo hosting environment for deploying and scaling API applications and services as needed. The EB automatically handles the deployment of backend services, by connecting the EFS and RDS systems, provisioning EC2 instances, load balancing (using ALB), auto-scaling (increasing and decreasing EC2 instances based on incoming traffics) and providing application health monitoring. Depending on the need, we have complete resource control including EC2 instance types and processor types that are optimal for our backends, and scales up/down using adjustable Auto Scaling settings.<br>                  </span>                </td>              </tr>            </tbody>          </table>"
SYREQ,Computer Compatibility,ZBS01-22872,"All ZBPro(TM) shall be operated by a personal computer system with Windows 10 or 11, Google Chrome web Browser, and private internet connection or by customer-developed integrated interface via API","<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>All ZBPro(TM)<span id=polarion-comment:17></span>&nbsp;shall be operated by a personal computer system with Windows 10 or 11, Google Chrome web Browser, and private internet connection or by customer-developed integrated interface via API.</span>"
SYREQ,Third Party Interface,ZBS01-24360,ZBPro(TM) shall provide a front-end for a third-party interface to upload ECG data,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall provide a front-end for a third-party interface to upload ECG data.</span>
SYREQ,User Management,ZBS01-22609,"ZBPro(TM) shall create, edit and manage different types of users based on assigned roles","<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall create, edit and manage different types of users based on assigned roles.</span>"
SYREQ,Data Upload and Association,ZBS01-22608,ZBPro(TM) shall be able to upload ECG data and patient diary to be associated with a ECG Record,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall be able to upload ECG data and patient diary to be associated with a ECG Record.</span>
SYREQ,Data Compatability Check ,ZBS01-22627,ZBPro(TM) shall be able to verify ECG data is compatible for ZBPro(TM) to analyze,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall be able to verify ECG data is compatible for ZBPro(TM) to analyze.</span>
SYREQ,ECG Abnormality Detection,ZBS01-21780,ZBPro(TM) shall detect and label ECG abnormalities.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall detect and label ECG abnormalities.</span>
SYREQ,API for ECG labels,ZBS01-22855,The ECG delineation and abnormality labels should be available through an API.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>The ECG delineation and abnormality labels should be available through an API.<span id=polarion-comment:20></span>          </span>
SYREQ,Compute ECG Metrics,ZBS01-22854,ZBPro(TM) should compute standard ECG metrics,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) should compute standard ECG metrics</span>
SYREQ,Technician's Tools,ZBS01-21800,"ZBPro(TM) shall provide tools to enable ECG Technician to view, add, edit or delete ECG annotations and labels, and add comments and narrative","<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall provide tools to enable ECG Technician to view, add, edit or delete ECG annotations and labels, and add comments and narrative.&nbsp;</span>"
SYREQ,ECG Report,ZBS01-21804,ZBPro(TM) shall generate ECG report of patient's data,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall generate ECG report of patient's data</span>
SYREQ,User Registration,ZBS01-24325,All users shall be registered in ZBPro(TM) with a user account.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>All users shall be registered in ZBPro(TM) with a user account.</span>
SYREQ,Patient Profile and Record Management,ZBS01-22610,ZBPro(TM) create and manage Patient Profiles and their ECG Records.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) create and manage Patient Profiles and their ECG Records.</span>
SYREQ,Easy to Understand,ZBS01-22869,The web interface should be easy to understand for all users.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>The web interface should be easy to understand for all users.<span id=polarion-comment:21></span>          </span>
SYREQ,Search Area,ZBS01-22868,ZBPro(TM) shall provide a search area.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM) shall provide a search area.</span>
SYREQ,API services,ZBS01-24511,ZBPro shall provide the following services via API,"<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro shall provide the following services via API: Patient Profile creation, Record initiation, Data uploading, Patient diary entry and Report generation and delivery.</span>"
SYREQ,Instructions for Use,ZBS01-21774,ZBPro(TM) shall include adequate instructions for use.,<span  style=font-size: 10pt;font-family: Arial;line-height: 1.5;>ZBPro(TM)&nbsp;shall include adequate instructions for use.</span>
